"customer_id","product_count"
5394,6
5396,6
5407,6
5423,6
5424,6
5429,6
5430,6
5441,6
5453,6
5454,6
5455,6
5462,6
5474,6
5491,6
5493,6
5510,6
5512,6
5513,6
5517,6
5519,6
5524,6
5527,6
5529,6
5534,6
5536,6
5538,6
5543,6
5544,6
5545,6
5547,6
5552,6
5555,6
5558,6
5562,6
5564,6
5577,6
5585,6
5589,6
5596,6
5602,6
5610,6
5621,6
5623,6
5626,6
5628,6
5631,6
5633,6
5636,6
5642,6
5644,6
5654,6
5667,6
5675,6
5680,6
5682,6
5684,6
5687,6
5692,6
5710,6
5718,6
5721,6
5723,6
5726,6
5731,6
5734,6
5735,6
5740,6
5748,6
5751,6
5756,6
5758,6
5763,6
5782,6
5788,6
5790,6
5794,6
5796,6
5798,6
5802,6
5823,6
5824,6
5827,6
5830,6
5831,6
5832,6
5835,6
5837,6
5841,6
5846,6
5847,6
5848,6
5863,6
5866,6
5868,6
5871,6
5872,6
5883,6
5885,6
5892,6
5896,6
5899,6
5907,6
5909,6
5922,6
5929,6
5935,6
5939,6
5948,6
5954,6
5955,6
5956,6
5959,6
5961,6
5966,6
5967,6
5975,6
5985,6
5987,6
5989,6
5991,6
5995,6
6001,6
6019,6
6024,6
6036,6
6049,6
6050,6
6055,6
6059,6
6071,6
6072,6
6086,6
6097,6
6103,6
6116,6
6119,6
6131,6
6141,6
6142,6
6147,6
6168,6
6173,6
6177,6
6181,6
6182,6
6183,6
6184,6
6197,6
6200,6
6201,6
6202,6
6203,6
6205,6
6211,6
6214,6
6215,6
6218,6
6222,6
6230,6
6233,6
6237,6
6245,6
6246,6
6248,6
6250,6
6255,6
6257,6
6260,6
6261,6
6262,6
6263,6
6271,6
6274,6
6281,6
6283,6
6287,6
6289,6
6292,6
6295,6
6299,6
6303,6
6310,6
6312,6
6318,6
6320,6
6327,6
6336,6
6340,6
6343,6
6347,6
6349,6
6354,6
6355,6
6357,6
6365,6
6374,6
6376,6
6379,6
6382,6
6383,6
6384,6
6387,6
6398,6
6404,6
6406,6
6409,6
6417,6
6421,6
6422,6
6424,6
6428,6
6431,6
